project,Kr_cm3_per_cm3_value,Kr_cm3_per_cm3_error,Xe_cm3_per_cm3_value,Xe_cm3_per_cm3_error,selectivity,PLD,LCD,density_g_cm3
f7_ant_253_1x1x1,2.585781728,0.035888517,1.400332945,0.020311193,0.541551102,16.352,17.8,0.23227
f2_cor_572_1x1x1,9.814482507,0.059890839,12.38027825,0.044105815,1.261429549,8.921,13.529,0.6694
f7_ubo_502_1x1x1,5.413126519,0.038700146,4.849332853,0.09165215,0.895846944,11.334,14.714,0.34439
f1_lcv_26_1x1x1,3.399743738,0.050830634,2.318760508,0.022741407,0.682039791,12.191,13.664,0.66576
f7_scu_57_1x1x1,10.02046365,0.115121006,13.19075305,0.117669526,1.316381508,12.609,14.342,0.48819
f7_pth_290_1x1x1,3.929377241,0.038928298,3.260661567,0.066664424,0.829816372,14.431,16.968,0.21595
f7_apo_226_1x1x1,4.244959029,0.085924736,3.266571386,0.069214774,0.769517765,14.291,18.447,0.2723
f6_osa_6_1x1x1,11.70468666,0.036740557,15.99424598,0.150523808,1.3664822,10.739,13.792,0.57194
f5_pth_350_1x1x1,3.549667379,0.040531138,2.279378496,0.033044059,0.642138616,13.141,15.176,0.23116
f5_wbl_893_1x1x1,11.21879952,0.18303737,17.58916457,0.181352514,1.567829476,10.039,12.033,0.58069
f6_ukb_36_1x1x1,2.821785409,0.011734877,1.637823176,0.02549236,0.580420882,10.762,11.249,0.5415
f7_anh_106_1x1x1,2.959591523,0.036844361,2.011472819,0.038273271,0.679645418,16.613,20.753,0.24036
f6_sno_32_1x1x1,5.954125564,0.075177427,5.845510379,0.054791165,0.981757996,17.592,19.396,0.51843
f4_umd_5_1x1x1,3.971866911,0.071728421,2.709127484,0.059168511,0.682079119,18.203,22.391,0.39945
f7_tsx_92_1x1x1,3.417994437,0.041411613,2.24767202,0.018287881,0.657599672,13.348,15.432,0.35968
f1_zzz_108_1x1x1,6.386797146,0.051447806,6.578343509,0.08860839,1.029990989,12.232,12.891,0.73763
f4_wmn_31_1x1x1,7.162104247,0.153170603,7.793728717,0.190938552,1.08818979,16.864,20.624,0.41282
f3_wkp_2_1x1x1,16.83003867,0.1358061,25.06262446,0.49506345,1.489160242,11.145,12.571,0.80584
f6_nbo_23_1x1x1,3.247279979,0.046766182,2.081744143,0.015016792,0.641073192,17.989,23.508,0.22974
f5_ftw_28_1x1x1,4.312318791,0.043352386,3.649179433,0.073870647,0.846222093,12.222,23.845,0.25635
f7_dag_49_1x1x1,3.335807855,0.04848418,2.347227609,0.046714163,0.703645927,18.311,21.81,0.21569
f3_wmc_56_1x1x1,8.495342556,0.181150338,13.28487847,0.394203203,1.56378373,3.432,7.941,1.35554
f1_scu_145_1x1x1,9.259814357,0.105997818,13.39838065,0.190989739,1.446938366,13.898,14.76,0.62716
f1_snx_44_1x1x1,6.065815874,0.106719368,5.434971388,0.072989507,0.89600006,6.599,9.628,0.79921
f6_snx_56_1x1x1,6.668908878,0.0361887,6.567513814,0.0700298,0.984795854,8.92,10.629,0.59437
f1_sxj_25_1x1x1,8.822869382,0.123297021,11.04810565,0.148526345,1.25221231,7.822,10.987,0.86792
f5_pth_254_1x1x1,4.339230796,0.065058112,3.240593872,0.025489161,0.746812978,12.939,14.963,0.2875
f6_pcu_89_1x1x1,15.66100705,0.096763192,26.44361263,0.305381946,1.688500142,4.773,7.995,0.82434
f7_apo_139_1x1x1,3.326154715,0.046013614,2.070526405,0.041047609,0.622498525,15.447,18.888,0.26764
f1_anh_54_1x1x1,7.433841918,0.123955869,8.310785952,0.116940244,1.117966463,11.551,15.81,0.3647
f1_snm_2_1x1x1,3.19786588,0.042626757,2.115357177,0.04619686,0.661490274,20.313,21.444,0.64787
f7_pts_35_1x1x1,4.839844421,0.054729819,4.126146543,0.090328008,0.852537021,12.767,16.465,0.25737
f4_whi_5_1x1x1,7.43537127,0.108507004,9.880495053,0.23765022,1.328850261,10.474,12.192,0.92783
f7_rtl_190_1x1x1,4.442613714,0.090568803,3.100458218,0.031952915,0.69789057,10.689,13.003,0.37384
f6_whw_42_1x1x1,5.449913858,0.14453824,7.289012559,0.214476327,1.337454637,12.575,13.413,0.81542
f7_cor_352_1x1x1,6.277050584,0.049443954,6.835484382,0.059297667,1.088964362,8.098,12.784,0.67398
f7_toc_194_1x1x1,5.902455062,0.072036382,5.598179447,0.079336868,0.948449313,13.981,18.188,0.31226
f1_anh_74_1x1x1,4.970495118,0.039681751,3.943584386,0.073845424,0.793398704,10.423,12.519,0.50182
f5_anh_45_1x1x1,3.26948469,0.058769457,2.293589048,0.011965274,0.701513928,15.698,19.814,0.30186
f2_lcse_19_1x1x1,12.140391,0.12422738,30.46044612,0.231329742,2.509016894,5.608,7.257,1.69978
f5_tpt_124_1x1x1,19.72277583,0.603941504,62.54793031,0.728207973,3.171355333,4.331,7.943,1.02135
f5_zzz_159_1x1x1,9.888659818,0.13288556,16.30205741,0.334336062,1.648560847,14.41,15.407,0.70716
f2_cor_509_1x1x1,4.6756882,0.032776462,3.429340366,0.017756082,0.733440773,11.007,16.854,0.42153
f7_wbl_469_1x1x1,2.039028822,0.010995991,0.990083573,0.01199433,0.485566247,21.342,22.375,0.16757
f3_wmk_17_1x1x1,11.42664305,0.09965498,15.26828139,0.177716024,1.336200083,7.308,14.008,0.77978
f5_ssc_13_1x1x1,3.603350258,0.12599537,3.225220179,0.258148449,0.895061526,1.586,4.408,1.38236
f5_pth_163_1x1x1,4.310542219,0.055033709,3.187283855,0.060735544,0.739415993,11.83,14.163,0.26116
f6_smt_14_1x1x1,7.570128218,0.101946271,8.468785196,0.075695768,1.118710932,16.204,19.178,0.37643
f5_tpt_208_1x1x1,16.92325058,0.116384121,33.21450663,0.378940096,1.962655251,13.453,18.416,0.4686
f7_pyr_241_1x1x1,2.686061968,0.038736895,1.531692839,0.020505754,0.570237343,15.508,24.001,0.2615
f5_csq_7_1x1x1,2.930114578,0.049851468,1.965193956,0.040443271,0.670688433,44.264,46.256,0.21861
f1_ssb_72_1x1x1,8.315843694,0.084146209,9.296104122,0.173392743,1.11787865,10.669,12.244,0.54563
f6_wmc_70_1x1x1,13.05987078,0.093078553,21.15577767,0.22071435,1.619907121,5.009,6.819,0.77833
f1_smu_5_1x1x1,13.27176445,0.211888313,20.78284402,0.245039391,1.565944309,5.427,8.81,0.8947
f6_rob_1_1x1x1,4.683930732,0.086209823,3.908794925,0.068502887,0.834511684,8.124,10.795,0.63554
f6_umx_24_1x1x1,3.74415189,0.029634752,2.864479122,0.056999829,0.765054198,24.942,27.974,0.25429
f1_ctn_71_1x1x1,2.81840241,0.026555348,1.561991699,0.018373632,0.554211738,12.114,15.473,0.36171
f4_uop_1_1x1x1,4.849805259,0.036034322,3.889443209,0.071804449,0.801979255,9.944,13.458,0.4705
f1_pth_264_1x1x1,11.17343094,0.11020151,13.96615911,0.076610994,1.249943655,7.578,9.647,0.63885
f5_icd_485_1x1x1,23.29006087,0.243214394,55.07663661,0.671955966,2.36481291,3.799,8.909,0.78421
f7_pth_543_1x1x1,2.020272743,0.01577439,1.011263246,0.017400311,0.500557783,19.485,21.301,0.11811
f6_vby_27_1x1x1,7.897398645,0.068721867,8.051016705,0.06097572,1.019451729,7.009,12.075,0.73965
f3_wmi_14_1x1x1,3.409807021,0.018197716,3.264118575,0.047839747,0.957273697,6.828,17.522,0.79814
f1_wjf_24_1x1x1,18.73258129,0.48206543,34.46745531,0.555102262,1.839973614,9.776,11.312,0.88146
f1_csq_169_1x1x1,12.1091675,0.132791637,18.61867832,0.398550497,1.537568815,24.924,26.428,0.41989
f2_gar_190_1x1x1,23.61632066,0.433867562,45.5202258,0.972653079,1.927490165,6.189,8.295,0.76987
f6_sow_13_1x1x1,2.786688343,0.043980791,1.570292729,0.021730134,0.563497792,12.754,14.192,0.41314
f3_wiu_21_1x1x1,20.54919638,0.090475462,44.26376851,0.313151689,2.154038907,5.496,8.495,0.94477
f4_snm_44_1x1x1,4.975253214,0.079561904,4.275041678,0.09644464,0.859261126,22.194,24.645,0.3154
f4_wkj_23_1x1x1,7.704196516,0.224465124,10.65008043,0.101353346,1.382373932,31.845,32.82,0.44303
f5_ubo_167_1x1x1,12.05906199,0.133022247,20.28948898,0.404077202,1.682509717,7.834,11.557,0.5507
f7_scu_13_1x1x1,3.581737455,0.047549026,2.2793365,0.034291669,0.636377325,16.486,20.297,0.27535
f1_apo_167_1x1x1,10.97583377,0.085318903,14.12340605,0.214508659,1.286772954,9.225,11.11,0.5298
f7_flu_103_1x1x1,26.76829518,0.140229023,57.66227923,0.357589048,2.154125948,4.269,10.684,0.80636
f7_cor_174_1x1x1,15.61490348,0.100335396,28.41021989,0.125511606,1.819429747,7.223,14.64,0.55723
f6_sda_4_1x1x1,6.593231532,0.103767833,7.346556413,0.098646598,1.114257307,7.84,11.389,0.72782
f7_stp_433_1x1x1,3.26933407,0.040116779,2.245801712,0.05712811,0.686929406,34.993,36.137,0.20117
f7_rtl_44_1x1x1,1.685683833,0.020017345,0.716659782,0.016834145,0.425144839,23.689,25.599,0.13385
f5_ssb_13_1x1x1,4.578403228,0.071682968,5.048680964,0.14818785,1.102716539,16.931,25.858,0.26342
f7_stp_67_1x1x1,2.929765312,0.05034386,1.91299536,0.039459858,0.65295174,38.064,39.277,0.17505
f6_wmk_4_1x1x1,4.652087432,0.07054612,4.762693608,0.063078615,1.023775601,13.96,20.404,0.57075
f6_wmd_34_1x1x1,8.52856814,0.059667983,11.22558253,0.140794442,1.316232965,12.943,17.131,0.50253
f5_the_81_1x1x1,3.225426051,0.054700677,2.172175336,0.038681977,0.673453771,21.624,32.158,0.19423
f1_vbl_1_1x1x1,13.89483431,0.057319777,21.6229789,0.317192457,1.556188323,7.026,12.315,0.80358
f7_ibd_276_1x1x1,7.814605461,0.053764567,10.24512054,0.122487306,1.31102211,5.402,7.289,0.92797
f7_apo_91_1x1x1,3.347839556,0.044936181,2.073648665,0.027203303,0.619399057,19.444,22.097,0.22545
f5_pth_149_1x1x1,2.22414712,0.038849554,1.235021315,0.018588807,0.555278607,19.169,22.328,0.12106
f1_wbl_101_1x1x1,5.815258122,0.080737626,5.647632843,0.070696278,0.97117492,9.31,10.577,0.74098
f7_cor_315_1x1x1,17.3740989,0.069937217,32.97149428,0.26813804,1.897738379,6.741,10.396,0.78477
f2_iac_413_1x1x1,12.67584041,0.258894957,21.63842594,0.396958211,1.707060458,9.671,11.768,0.48641
f7_scu_318_1x1x1,9.240177764,0.099114423,13.56240732,0.105169436,1.467764763,12.847,14.533,0.48907
f6_bsn_34_1x1x1,7.856527393,0.137817756,8.093005179,0.090091556,1.03009953,7.577,11.864,0.49154
f7_ibd_726_1x1x1,26.7593782,0.157096745,62.98421537,0.300103533,2.353724922,5.558,8.773,0.72793
f6_smg_16_1x1x1,5.572498803,0.079556221,4.917820078,0.068071393,0.88251613,11.405,15.755,0.48137
f7_flu_82_1x1x1,6.540984177,0.089615894,6.603609334,0.141621492,1.009574271,10.802,18.625,0.43025
f1_hea_140_1x1x1,25.19643462,0.157757935,71.14573706,0.709186837,2.823643032,4.494,8.606,1.00524
f6_smk_68_1x1x1,2.332102711,0.012216418,1.172208773,0.010550937,0.502640286,20.601,21.873,0.2931
f4_qtze_7_1x1x1,3.006851042,0.044812782,2.275831441,0.02064186,0.756882004,14.008,17.661,0.41797
f6_whh_32_1x1x1,4.020295068,0.064656411,3.440963055,0.104441867,0.855898136,6.728,16.172,0.70606
f6_utk_8_1x1x1,1.349237846,0.015863753,0.492536017,0.01276076,0.365047585,29.29,30.766,0.12083
f7_myd_233_1x1x1,10.2358926,0.216464555,14.85242502,0.240210614,1.451014152,9.809,12.681,0.53632
f6_sxb_50_1x1x1,4.755571247,0.042224612,4.123498255,0.14047349,0.867087893,10.015,13.241,0.48071
f6_ecv_41_1x1x1,9.099695098,0.024769512,13.7145846,0.152331379,1.507147706,5.023,7.14,1.20265
f1_dag_98_1x1x1,5.87272259,0.047619634,6.505519508,0.14485716,1.107751883,13.362,17.233,0.31568
f3_wjb_34_1x1x1,4.831226091,0.15192845,5.309875201,0.075344313,1.099074045,15.854,17.399,1.09553
f7_pto_79_1x1x1,2.676401497,0.04141737,1.596005049,0.048518252,0.596324972,14.845,28.293,0.20975
f7_jus_304_1x1x1,11.41634883,0.239521355,17.71705559,0.349677939,1.551902089,14.03,15.85,0.48443
f6_unp_31_1x1x1,16.74518443,0.284523981,35.430264,0.445020449,2.115847942,4.946,7.376,1.1865
f7_bor_179_1x1x1,1.979674799,0.02728781,1.096181436,0.032588621,0.553717932,24.228,36.486,0.11554
f2_iac_237_1x1x1,28.32494573,0.641337047,68.04033603,0.990033879,2.402134736,5.158,8.462,0.82616
f5_ith_123_1x1x1,17.37728854,0.185664518,31.88053986,0.583950408,1.834609571,6.389,11.245,0.59618
f7_scu_182_1x1x1,7.64513876,0.091407501,9.857448061,0.139608279,1.289374643,16.18,18.632,0.36072
f1_flu_43_1x1x1,14.47164854,0.071745874,21.29655202,0.332521008,1.471605115,6.122,15.737,0.4976
f6_utk_9_1x1x1,1.385452859,0.007465145,0.513662291,0.005217494,0.370754074,28.194,29.125,0.12852
f6_wmn_83_1x1x1,8.994525426,0.108975535,11.05585007,0.277791303,1.229175476,14.026,16.587,0.4843
f1_sqc_81_1x1x1,28.67431633,0.359889601,82.75630551,0.954939111,2.88607772,5.259,7.664,0.93993
f6_wmc_88_1x1x1,4.647201241,0.060663,4.137892342,0.04462983,0.890405241,6.546,10.52,0.80011
f7_scu_268_1x1x1,5.858000447,0.095304416,6.00209522,0.134679989,1.024597945,18.518,20.891,0.29951
f6_vbx_6_1x1x1,11.06905759,0.153675276,15.57819122,0.17219574,1.407363824,9.95,15.853,0.5638
f6_vbu_35_1x1x1,3.950625623,0.030144938,3.209444984,0.063900068,0.812389047,16.933,22.365,0.39177
f1_ukk_5_1x1x1,15.69219612,0.298184646,74.90439065,0.523444186,4.773352952,5.62,6.248,1.39557
f5_the_3_1x1x1,2.543635818,0.044030456,1.530589856,0.028073864,0.601733096,26.36,36.597,0.18752
f1_pcu_47_1x1x1,20.96392325,0.152437217,45.77510243,0.253566545,2.183517936,5.631,8.119,0.93559
f1_ctn_55_1x1x1,2.986851935,0.029465974,1.665669667,0.014984424,0.557667304,12.287,14.647,0.30075
f7_jus_375_1x1x1,3.212616898,0.049745599,2.168631564,0.038236844,0.675035845,16.876,19.225,0.30081
f1_hea_214_1x1x1,25.65153083,0.225821003,76.36248294,0.441577416,2.976917185,4.969,9.218,1.08702
f6_vmg_59_1x1x1,6.416396614,0.051927057,6.259640679,0.083761688,0.975569475,11.937,15.583,0.38983
f7_ant_276_1x1x1,2.794017319,0.022814676,1.670331956,0.04237326,0.597824482,13.336,15.538,0.49533
f4_vcz_86_1x1x1,6.200807918,0.08013393,6.213789499,0.068938739,1.002093531,14.095,15.45,0.43902
f7_icd_867_1x1x1,24.84524768,0.551561294,62.69204616,1.026627448,2.523301316,4.49,8.069,0.89838
f1_htp_12_1x1x1,23.3912633,0.218619652,51.04087279,0.646338659,2.182048577,8.122,9.884,0.95776
f7_dag_200_1x1x1,5.871544643,0.055900794,5.464843041,0.14956449,0.930733457,10.764,13.707,0.37169
f2_iac_101_1x1x1,13.85287388,0.072261511,23.04285382,0.332471148,1.663398802,6.533,9.813,0.75379
f1_ukc_25_1x1x1,3.563414411,0.044551494,2.25464333,0.03021945,0.632719934,9.344,12.481,0.55469
f1_wbl_623_1x1x1,10.1611324,0.169230624,12.86845795,0.237122935,1.266439354,9.219,11.143,0.69845
f7_hea_521_1x1x1,25.80273374,0.121982944,59.3489432,0.638117043,2.300102919,5.583,9.769,0.62422
f2_ibd_223_1x1x1,25.36763586,0.136659048,56.22572205,0.633892957,2.216435239,5.648,8.955,0.67103
f1_whk_54_1x1x1,14.07251684,0.254892588,25.33655438,0.543780039,1.800428073,7.587,14.538,0.70906
f1_bor_168_1x1x1,1.788008777,0.02075779,0.849660686,0.013912404,0.475199393,23.927,32.87,0.13261
f5_bor_78_1x1x1,1.988886253,0.023358906,1.098727082,0.02451447,0.552433343,26.205,36.811,0.12553
f7_cml_66_1x1x1,5.876216603,0.126175604,5.13344794,0.061220402,0.873597467,11.114,14.231,0.47089
f4_sol_24_1x1x1,2.894363209,0.033389723,1.963392314,0.02414371,0.678350356,15.823,18.955,0.35768
f1_umd_9_1x1x1,6.090157012,0.093995168,6.125474268,0.105999889,1.005799071,19.259,21.583,0.42628
f7_sqc_82_1x1x1,7.448097322,0.039663575,8.265349018,0.085292384,1.109726238,11.554,15.411,0.38938
f7_pyr_189_1x1x1,2.656296202,0.023953059,1.356577202,0.019328264,0.510702534,12.982,16.511,0.23452
f5_rtl_117_1x1x1,2.665211499,0.025950442,1.49170202,0.038015675,0.559693675,18.132,19.489,0.21745
f6_ukk_15_1x1x1,14.59165782,0.07570168,20.39455092,0.195523709,1.397685662,10.705,11.112,0.77048
f5_rtl_240_1x1x1,3.404335973,0.043751153,2.273239462,0.028806737,0.667748271,12.305,18.725,0.32155
f1_soc_115_1x1x1,10.41619286,0.142711336,13.70253136,0.112338986,1.315502847,8.638,11.99,0.46049
f4_vbu_31_1x1x1,2.846789922,0.044977986,1.993869476,0.063821581,0.700392207,18.092,22.35,0.35301
f1_apo_179_1x1x1,7.218210666,0.092345845,6.616737091,0.056245858,0.91667276,10.045,10.766,0.51192
f5_scu_68_1x1x1,3.051897085,0.023405028,1.995655681,0.031260193,0.653906611,22.68,28.277,0.22875
f6_reo_26_1x1x1,11.1587707,0.082090424,14.56268523,0.160468558,1.305043863,6.851,17.502,0.49634
f7_sqc_249_1x1x1,10.16992517,0.052093998,13.53351077,0.080498822,1.330738481,10.591,13.859,0.57347
f1_htp_5_1x1x1,27.23422203,0.330378223,78.17598009,0.397012551,2.870505352,6.694,8.002,1.03308
f7_apo_144_1x1x1,3.314161987,0.072306253,2.082761953,0.011698499,0.628443015,15.676,21.381,0.22696
f4_vcz_23_1x1x1,11.81395716,0.159915627,17.91057997,0.245030173,1.516052558,8.4,9.785,0.66806
f7_pto_174_1x1x1,2.93988496,0.026290424,1.889164837,0.040591454,0.642598218,18.837,25.957,0.18976
f6_sxk_12_1x1x1,6.266994033,0.053157166,6.089105401,0.08591539,0.971614999,7.996,10.613,0.83738
f7_the_76_1x1x1,9.367849009,0.050306773,11.72112395,0.194553646,1.251207608,12.86,22.976,0.38233
f1_wha_11_1x1x1,7.809768812,0.26772584,11.81867731,0.316868154,1.513319741,3.492,7.077,1.39261
f6_ske_64_1x1x1,3.316729766,0.041261967,2.244663746,0.028817725,0.676770163,9.526,13.817,0.63617
f5_pyr_71_1x1x1,18.07930473,0.077661035,30.39164885,0.351368419,1.681018673,6.482,8.799,0.60735
f5_stp_315_1x1x1,3.069498885,0.049531659,2.025452026,0.032890921,0.65986407,34.386,35.684,0.1916
f7_ptr_84_1x1x1,2.737190452,0.011835506,1.856248784,0.039692044,0.678158432,20.836,23.561,0.28609
f6_wkh_24_1x1x1,7.179330605,0.059553646,8.029970347,0.110295327,1.118484548,14.251,18.134,0.39241
f6_tfs_90_1x1x1,4.282546757,0.093291673,4.43316287,0.070189425,1.035169753,12.391,13.301,1.01207
f7_apo_60_1x1x1,3.017551539,0.030976807,1.76722595,0.033694308,0.58564897,10.645,12.773,0.43428
f6_una_44_1x1x1,1.598532032,0.025752505,0.639879586,0.004907741,0.400292001,35.128,36.808,0.17253
f6_vmj_20_1x1x1,2.673590883,0.027068703,1.460624233,0.017008733,0.546315535,15.278,18.498,0.29438
f3_wme_60_1x1x1,6.698382394,0.03642646,7.769908628,0.098684794,1.15996791,10.736,20.507,0.39245
f7_icd_777_1x1x1,25.07180498,0.210760511,56.84549224,0.422304061,2.267307531,6.865,9.969,0.76678
f7_anh_66_1x1x1,4.182857465,0.052045274,3.316792119,0.018984938,0.792948874,10.965,14.292,0.51862
f5_shp_23_1x1x1,25.53135351,0.42920076,65.16028396,0.183812069,2.552167237,4.06,7.184,0.93202
f4_ske_23_1x1x1,9.081608195,0.135821036,9.509394368,0.232699147,1.047104672,6.899,11.956,0.58278
f4_vmk_34_1x1x1,17.03928725,0.081942643,36.15347983,0.319756929,2.121771838,6.997,8.566,0.78116
f6_sxb_49_1x1x1,4.356898401,0.073623295,3.451406473,0.075887225,0.79217052,10.329,12.342,0.6028
f6_vbs_81_1x1x1,5.985875424,0.106276326,5.801308729,0.077806306,0.969166299,8.937,11.847,0.58838
f7_jus_344_1x1x1,9.192181956,0.194300102,14.06344477,0.370685307,1.529935421,16.481,18.354,0.39561
f6_umd_17_1x1x1,4.213950585,0.066118057,3.410086616,0.080817183,0.809237448,14.419,16.79,0.45913
f7_the_9_1x1x1,4.100656013,0.055065392,3.459067824,0.063798831,0.84354011,17.538,26.132,0.35269
f7_cor_924_1x1x1,7.572438543,0.090385898,9.123434677,0.055998925,1.204821224,9.136,12.741,0.73184
f5_ssa_167_1x1x1,6.551803651,0.073469099,8.33398161,0.193788612,1.272013335,18.03,19.759,0.33208
f1_tsx_121_1x1x1,20.63587332,0.914696725,54.62343544,1.128188906,2.647013509,3.357,6.331,1.04699
f7_wbl_569_1x1x1,5.080470648,0.073936381,4.646679334,0.063106387,0.91461592,16.739,20.115,0.25777
f5_tsx_144_1x1x1,29.22486163,0.317266887,86.47694968,0.798553876,2.959019986,4.77,7.444,0.80158
f4_whm_1_1x1x1,8.707962066,0.108037792,13.45644702,0.173689141,1.545303817,16.595,19.053,0.54135
f7_llk_22_1x1x1,8.132254849,0.049825047,8.745214469,0.134226404,1.075373882,9.306,18.672,0.49029
f1_whh_21_1x1x1,7.033280392,0.097277097,7.312718945,0.234897448,1.039730899,7.539,16.343,0.84034
f1_hea_76_1x1x1,21.65955749,0.239506808,44.45859115,0.403671414,2.05260847,6.093,10.074,0.75481
f4_wmj_15_1x1x1,4.317282493,0.057433292,3.370675726,0.064030555,0.780740137,16.959,22.713,0.29719
f1_sni_33_1x1x1,15.04834833,0.22744668,26.66249424,0.658726389,1.771788748,5.335,6.949,1.01463
f4_vbw_4_1x1x1,10.95476047,0.144414883,16.75043181,0.150375667,1.529055049,8.496,14.371,0.60048
f7_pth_375_1x1x1,2.273608635,0.027431957,1.101708054,0.012575622,0.48456363,15.095,17.489,0.17604
f7_pth_122_1x1x1,3.81662119,0.034617561,2.752833175,0.027339281,0.721274928,13.352,16.48,0.24562
f1_vng_2_1x1x1,9.323072352,0.153981113,13.6799076,0.379653864,1.467317542,10.429,15.306,0.67348
f7_wbl_702_1x1x1,6.436673334,0.135491363,7.305220764,0.245244523,1.134937317,15.97,19.214,0.29483
f2_wmy_4_1x1x1,21.02556812,1.231113763,28.57915332,1.349359728,1.359257127,2.778,4.58,1.91031
f6_smg_89_1x1x1,6.16119336,0.080227117,5.96758282,0.09879231,0.968575805,10.416,11.806,0.64102
f7_wbl_608_1x1x1,3.533998767,0.057740695,2.574146489,0.031374696,0.728394846,16.715,19.188,0.23569
f6_uoy_25_1x1x1,3.458996028,0.0290615,2.314600749,0.044430768,0.669153919,13.029,14.54,0.33598
f1_vcz_28_1x1x1,12.02854983,0.112201268,18.90779383,0.294432168,1.571909673,12.618,14.66,0.51119
f3_vme_57_1x1x1,5.626559434,0.085476055,6.917213386,0.070905527,1.229385998,5.106,8.325,1.1773
f7_the_55_1x1x1,5.934277747,0.160026183,7.361377565,0.248778161,1.240484163,13.712,23.083,0.51675
f3_wkr_3_1x1x1,6.211723085,0.233404322,6.518647866,0.247100165,1.04941057,23.098,24.01,0.64475
f6_wmn_26_1x1x1,8.797654368,0.128572743,11.80504766,0.244820139,1.341840355,15.16,19.173,0.4664
f7_icd_891_1x1x1,13.59877385,0.574967725,25.21336237,0.297933677,1.854090865,3.816,5.859,1.25521
f6_wig_9_1x1x1,6.028418118,0.047649882,5.913475399,0.060643896,0.980933187,11.256,13.598,0.53194
f6_wgz_36_1x1x1,2.890219657,0.068403081,2.109867814,0.036876313,0.730002583,7.333,14.298,0.85357
f7_icd_694_1x1x1,22.3919567,0.336135267,48.12096852,0.509105731,2.149029188,6.263,10.81,0.73404
f5_shp_43_1x1x1,7.152701399,0.065108334,7.38535921,0.059079085,1.032527265,11.932,15.405,0.39947
f2_pyre_40_1x1x1,5.058889665,0.071890318,5.430484505,0.12396621,1.073453834,8.87,13.319,0.73415
f7_stp_214_1x1x1,5.773909666,0.031752799,5.340521417,0.123134968,0.924940244,25.35,26.667,0.29956
f1_czz_129_1x1x1,28.26339708,0.301743629,69.97857869,0.685533849,2.475943656,5.737,9.343,0.68075
f1_sni_10_1x1x1,12.63747474,0.089983216,23.2441656,0.089001208,1.839304615,10.387,11.779,0.84918
f2_wnd_50_1x1x1,11.36828169,0.083348432,21.66274765,0.10110503,1.905542829,5.398,12.975,0.90268
f6_vbu_30_1x1x1,4.269056105,0.057536541,4.263304549,0.068293601,0.998652733,12.775,15.429,0.6248
f1_apo_177_1x1x1,13.98632535,0.139799211,19.70379998,0.296938568,1.408790335,7.095,10.243,0.57129
f1_vbn_56_1x1x1,4.762217502,0.068448181,4.905128025,0.072311935,1.030009239,6.8,9.331,1.08549
f7_sqc_79_1x1x1,14.51263557,0.091622741,20.62839223,0.085016781,1.421409098,8.38,10.283,0.56616
f5_jxj_118_1x1x1,2.697173464,0.023747208,1.615267065,0.017566862,0.598874001,12.442,21.257,0.23724
f5_csq_100_1x1x1,9.012339785,0.152042022,15.89161825,0.386735786,1.763317699,30.814,31.903,0.42771
f6_wmi_18_1x1x1,4.00211616,0.03804595,4.219933709,0.068624999,1.054425594,6.477,16.34,0.8666
f6_vbv_6_1x1x1,12.22401379,0.116445803,17.29938254,0.295427281,1.415196582,8.382,14.41,0.60662
f5_jus_99_1x1x1,5.119372689,0.090536377,4.393869958,0.070324801,0.858282884,20.837,23.287,0.27472
f7_the_8_1x1x1,4.711655264,0.04263632,4.824041737,0.108686822,1.023852864,17.077,25.479,0.35789
f7_ssa_353_1x1x1,6.737384895,0.016144068,7.101238727,0.097590818,1.054005202,21.838,22.958,0.37562
f6_whz_88_1x1x1,3.244362068,0.062611382,2.685355699,0.05005523,0.827699142,11.402,19.527,0.57096
f7_sab_40_1x1x1,4.861896345,0.105444715,4.738561522,0.11689898,0.974632363,15.523,17.631,0.33275
f5_ocu_34_1x1x1,16.52732277,0.24989317,38.25542069,0.327506552,2.314677411,3.75,16.221,0.83983
f6_vbs_19_1x1x1,4.956234672,0.085804093,4.471250345,0.116883179,0.902146618,8.376,14.022,0.64801
f1_ssa_159_1x1x1,8.897392816,0.368099609,13.23932915,0.349084711,1.488000971,16.44,18.178,0.3574
f1_sxd_28_1x1x1,5.74850379,0.11317561,6.118048432,0.139532799,1.064285361,8.875,12.099,0.6544
f1_sxi_1_1x1x1,15.18045371,0.077480638,29.27351851,0.60245023,1.928369142,7.027,11.053,0.76035
f1_sol_49_1x1x1,12.60627051,0.161000505,28.05436235,0.358772876,2.225429188,4.728,6.503,1.80063
f1_wbl_87_1x1x1,8.332822957,0.101687867,11.06177813,0.165377433,1.327494679,11.189,12.886,0.50722
f5_jus_221_1x1x1,8.074612633,0.205766519,10.32556869,0.197691977,1.278769541,19.437,22.114,0.34417
f7_cor_858_1x1x1,10.02399888,0.082414901,14.93117952,0.232513347,1.489543215,6.302,15.165,0.62674
f1_wbl_84_1x1x1,11.86752447,0.176520601,19.7462901,0.255595529,1.663892934,10.135,13.346,0.53325
f1_umh_10_1x1x1,4.270401108,0.035971029,4.205016707,0.088296759,0.984688932,12.948,16.861,0.47572
f4_sne_4_1x1x1,11.70318322,0.079491655,18.89047642,0.353731836,1.614131477,8.619,12.578,0.63668
f6_smn_75_1x1x1,5.266277696,0.034413717,5.808931564,0.136347586,1.103043155,9.529,11.474,0.91926
